Fecha;cod_ine;CCAA;Casos;PCR+;TestAc+;Hospitalizados;UCI;Fallecidos;Recuperados
05/05/2020;8;Castilla La Mancha;;16144;6022;8765;612;2647;5862
05/05/2020;7;Castilla y Leon;;17520;4636;8246;538;1847;7036
05/05/2020;9;Cataluna;;50924;1166;28085;2871;5345;22881
05/05/2020;18;Ceuta;;109;55;10;4;4;150
05/05/2020;10;C. Valenciana;;10537;2527;5225;701;1291;7747
05/05/2020;11;Extremadura;;2865;881;1650;108;463;2189
05/05/2020;12;Galicia;;9097;1095;2811;319;582;6802
05/05/2020;13;Madrid;;63784;4689;41031;3465;8466;38331
05/05/2020;19;Melilla;;119;12;44;3;2;104
05/05/2020;14;Murcia;;1498;635;650;111;136;1465
05/05/2020;15;Navarra;;4966;1804;2005;135;476;2628
05/05/2020;16;Pais Vasco;;13008;3671;6781;559;1364;12749
05/05/2020;17;La Rioja;;3980;1342;1458;91;337;2396
06/05/2020;1;Andalucia;;12268;2602;6027;744;1294;8076
06/05/2020;2;Aragon;;5258;1258;2564;262;800;2880
06/05/2020;3;Asturias;;2326;773;2117;143;292;971
06/05/2020;4;Baleares;;1929;94;1132;169;201;1345
06/05/2020;5;Canarias;;2235;0;921;176;144;1258
06/05/2020;6;Cantabria;;2220;422;1020;79;200;1758
06/05/2020;8;Castilla La Mancha;;16184;6383;8796;613;2677;5895
06/05/2020;7;Castilla y Leon;;17625;4912;8300;541;1864;7149
06/05/2020;9;Cataluna;;51190;1315;28248;2891;5394;23231
06/05/2020;18;Ceuta;;109;56;10;4;4;150
06/05/2020;10;C. Valenciana;;10592;2719;5252;704;1303;8010
06/05/2020;11;Extremadura;;2877;931;1664;108;467;2265
06/05/2020;12;Galicia;;9134;1158;2833;320;586;6959
06/05/2020;13;Madrid;;63870;4792;41159;3485;8504;38670
06/05/2020;19;Melilla;;119;13;44;3;2;108
06/05/2020;14;Murcia;;1501;691;652;111;137;1527
06/05/2020;15;Navarra;;4983;2027;2015;135;480;2732
06/05/2020;16;Pais Vasco;;13041;3918;6797;561;1383;13070
06/05/2020;17;La Rioja;;3986;1344;1463;91;338;2457
